-0.010503,-3.10674,0.999971,2,0
-0.009689,-2.94619,0.999969,2,0
-0.008677,-2.61227,0.999969,2,0
-0.010764,-3.62479,0.999967,2,0
-0.006639,-2.44134,0.999966,2,0
-0.010761,-3.33007,0.999962,2,0
-0.01046,-3.53934,0.999961,2,0
-0.010413,-3.81391,0.99996,2,0
-0.008623,-3.33813,0.999959,2,0
-0.008456,-3.49532,0.999957,2,0
-0.011482,-4.31935,0.999956,2,0
-0.007191,-2.41107,0.999954,2,0
-0.006368,-2.26916,0.999953,2,0
-0.005862,-1.76178,0.999948,2,0
-0.005787,-2.397,0.999948,2,0
-0.01046,-3.19723,0.999947,2,0
-0.005571,-2.05721,0.999944,2,0
-0.011064,-3.65558,0.999943,2,0
-0.008194,-3.14292,0.999943,2,0
-0.010439,-3.39963,0.99994,2,0
-0.009913,-3.53857,0.99994,2,0
-0.008595,-3.19481,0.999939,2,0
-0.008849,-3.04562,0.999937,2,0
-0.012343,-3.73416,0.999937,2,0
-0.010799,-3.59661,0.999936,2,0
-0.012065,-3.95112,0.999935,2,0
-0.009271,-3.3831,0.999935,2,0
-0.009675,-3.90068,0.999934,2,0
-0.008421,-3.5814,0.999933,2,0
-0.005192,-2.35469,0.999933,2,0
-0.00853,-3.10815,0.999933,2,0
-0.013842,-4.41615,0.999932,2,0
-0.01028,-3.57143,0.999932,2,0
-0.009419,-2.84685,0.999931,2,0
-0.007533,-2.99018,0.99993,2,0
-0.009564,-3.48774,0.99993,2,0
-0.007622,-2.64421,0.99993,2,0
-0.01251,-3.72384,0.999929,2,0
-0.004816,-1.80348,0.999929,2,0
-0.008359,-2.86738,0.999928,2,0
-0.004346,-1.96823,0.999928,2,0
-0.007583,-2.65929,0.999927,2,0
-0.009291,-3.36586,0.999925,2,0
-0.005992,-2.56269,0.999924,2,0
-0.006206,-2.25009,0.999923,2,0
-0.00661,-3.14286,0.999923,2,0
-0.009567,-3.27235,0.999922,2,0
-0.00736,-3.07408,0.999921,2,0
-0.009781,-3.54858,0.999921,2,0
-0.011243,-3.74449,0.999919,2,0
-0.008958,-3.04019,0.999917,2,0
-0.007065,-2.28887,0.999917,2,0
-0.006851,-2.30164,0.999916,2,0
-0.004829,-1.68185,0.999915,2,0
-0.010367,-3.31164,0.999915,2,0
-0.008896,-3.32039,0.999915,2,0
-0.009057,-3.01452,0.999915,2,0
-0.00872,-3.54308,0.999915,2,0
-0.008613,-3.1968,0.999914,2,0
-0.00943,-3.84544,0.999914,2,0
-0.006081,-2.42828,0.999913,2,0
-0.004592,-1.67572,0.999909,2,0
-0.007648,-2.6983,0.999909,2,0
-0.008103,-3.27759,0.999907,2,0
-0.012308,-4.18581,0.999907,2,0
-0.005399,-2.1054,0.999906,2,0
-0.00703,-2.51307,0.999904,2,0
-0.007869,-3.08555,0.999904,2,0
-0.010173,-3.10191,0.999903,2,0
-0.005521,-2.35632,0.999903,2,0
-0.007235,-2.48016,0.999903,2,0
-0.004896,-2.06817,0.999903,2,0
-0.009323,-4.10122,0.999903,2,0
-0.01115,-4.52093,0.999903,2,0
-0.006687,-2.93413,0.999903,2,0
-0.005791,-2.4842,0.999902,2,0
-0.008772,-2.95398,0.999902,2,0
-0.007948,-3.1117,0.999902,2,0
-0.009348,-2.79834,0.999902,2,0
-0.012939,-5.06364,0.999902,2,0
-0.006258,-2.31238,0.999902,2,0
-0.007338,-2.27282,0.999901,2,0
-0.009894,-3.17355,0.999901,2,0
-0.011403,-3.74431,0.999901,2,0
-0.005566,-2.18518,0.999899,2,0
-0.012319,-3.61095,0.999899,2,0
-0.007791,-3.31234,0.999898,2,0
-0.003322,-2.09078,0.999898,2,0
-0.006261,-2.96008,0.999897,2,0
-0.00578,-2.18736,0.999897,2,0
-0.008024,-3.52669,0.999896,2,0
-0.006276,-2.19339,0.999896,2,0
-0.006986,-2.61522,0.999896,2,0
-0.009576,-3.55553,0.999896,2,0
-0.012293,-4.41367,0.999896,2,0
-0.011903,-4.19352,0.999895,2,0
-0.009439,-3.11979,0.999894,2,0
-0.010641,-3.93629,0.999894,2,0
-0.005108,-2.37134,0.999894,2,0
-0.009002,-2.81261,0.999894,2,0
-0.005741,-2.81676,0.999892,2,0
-0.0127,-4.49982,0.999891,2,0
-0.004711,-2.35793,0.99989,2,0
-0.00899,-3.78639,0.99989,2,0
-0.006916,-2.5238,0.99989,2,0
-0.010545,-4.18586,0.99989,2,0
-0.005379,-2.53012,0.999889,2,0
-0.008716,-3.0751,0.999888,2,0
-0.009697,-4.323,0.999888,2,0
-0.004257,-1.65248,0.999888,2,0
-0.008161,-3.25747,0.999887,2,0
-0.0073,-2.57552,0.999886,2,0
-0.009944,-3.4618,0.999885,2,0
-0.006179,-2.63711,0.999885,2,0
-0.006864,-2.79903,0.999885,2,0
